"pmid","article_title","journal_issue_id"
"354","Analysis of pesticides by chemical derivatization. I. a new procedure for the formation of 2-chloroethyl esters of ten herbicidal acids.",157
"355","Irreversible drug induced parkinsonism (two case reports).",158
"356","Inactivation of citrate lyase from Rhodopseudomonas gelatinosa by a specific deacetylase and inhibition of this inactivation by L-(+1-glutamate.",159
"357","Novel type of murein transglycosylase in Escherichia coli.",159
"358","Formation and cleavage of 2-keto-3-deoxygluconate by 2-keto-3-deoxygluconate aldolase of Aspergillus niger.",159
"359","Chemotaxis of a motile Streptococcus toward sugars and amino acids.",159
"360","Phospholipase D activity of gram-negative bacteria.",159
"361","Pyridine nucleotide-linked oxidation of methanol in methanol-assimilating yeasts.",159
"362","Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.",159
"363","Regulation of the hut operons of Salmonella typhimurium and Klebsiella aerogenes by the heterologous hut repressors.",159
"364","Transport of molybdate by Clostridium pasteurianum.",159
"365","3-Deoxy-D-arabino-heptulosonic acid 7-phosphate synthase mutants of Salmonella typhimurium.",159
"366","Membrane location of a deoxyribonuclease implicated in the genetic transformation of Diplococcus pneumoniae.",159
"367","Regulation of dihydrodipicolinate synthase during growth and sporulation of Bacillus cereus.",159
"368","D-Lactate dehydrogenase of Peptostreptococcus elsdenii.",159
"369","Purification, new assay, and properties of coenzyme A transferase from Peptostreptococcus elsdenii.",159
"370","Isolation and purification of Flavobacterium alpha-1,3-glucanase-hydrolyzing, insoluble, sticky glucan of Streptococcus mutans.",159
"371","Production, purification, and characterization of an extracellular chitosanase from Streptomyces.",159
"372","Simple and sensitive procedure for screening yeast mutants that lyse at nonpermissive temperatures.",159
"373","A nucleoside triphosphate-dependent deoxyribonuclease from Bacillus laterosporus. Purification and characterization of the enzyme.",160
"374","Rapid radioimmunoassay for guanosine 3',5'-cyclic monophosphate using tritiated ligand.",160
"375","The effect of tryptophan administration on fatty acid synthesis in the livers of rats under various nutritional conditions.",160
"376","Electrophoretic investigations of the acid conformational change of alpha-lactalbumin.",160
"377","Studies on cathepsins of rat liver lysosomes. II. Comparative studies on multiple forms of cathepsin A.",160
"378","Recombination of ciliary dynein of Tetrahymena with the outer fibers.",160
"379","Affinity labeling of D-amino acid oxidase with an acetylenic substrate.",160
"380","Studies on trypsin inhibitor in barley. I. Purification and some properties.",160
"381","Metabolism of dog gastric mucosa. Nucleotide levels in parietal cells.",161
"382","Metal ion dependence of the binding of triiodothyronine by cytosol proteins of bullfrog tadpole tissues.",161
"383","The active form of cytochrome P-450 from bovine adrenocortical mitochondria.",161
"384","Effects of strong electrolyte upon the activity of Clostridium perfringens sialidase toward sialyllactose and sialoglycolipids.",161
"385","Reconstitution of ion transport and respiratory control in vesicles formed from reduced coenzyme Q-cytochrome c reductase and phospholipids.",161
"386","Ion transport and respiratory control in vesicles formed from reduced nicotinamide adenine dinucleotide coenzyme Q reductase and phospholipids.",161
"387","sn-Glycerol-3-phosphate acyltransferase activity in particulate preparations from anaerobic, light-grown cells of Rhodopseudomonas spheroides. Involvement of acyl thiolester derivatives of acyl carrier protein in the synthesis of complex lipids.",161
"388","Studies on thyroid hormone-binding proteins. I. The subunit structure of human thyroxine-binding globulin and its interaction with ligands.",161
"389","Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.",161
"390","Use of 5-deazaFAD to study hydrogen transfer in the D-amino acid oxidase reaction.",162
"391","The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor.",163
"392","Decarboxylation of oxalacetate to pyruvate by purified avian liver phosphoenolpyruvate carboxykinase.",163
"393","Hemoglobin Deer Lodge (beta 2 His replaced by Arg). Consequences of altering the 2,3-diphosphoglycerate binding site.",164
"394","Patterns of fatty acid release from endogenous substrates by human platelet homogenates and membranes.",164
"395","Oxidation of NADPH by submitochondrial particles from beef heart in complete absence of transhydrogenase activity from NADPH to NAD.",164
"396","Protein inhibitor of acid deoxyribonucleases. Improved purification procedure and properties.",165
"397","Nucleotide-metabolizing enzymes in Chlamydomonas flagella.",165
"398","In vitro biosynthesis of sialosylgalactosylceramide (G7) by mouse brain microsomes.",165
"399","Proteolytic enzymes of the K-1 strain of Streptomyces griseus obtained from a commercial preparation (Pronase). Purification and characterization of the carboxypeptidase.",165
"400","Trypsin-sensitive photosynthetic activities in chloroplast membranes from Chlamydomonas reinhardi, y-1.",165
"401","A complex of cardiac cytochrome c1 and cytochrome c.",165
"402","Leucine aminopeptidase (bovine lens). Effect of pH on the relative binding of Zn2+ and Mg2+ to and on activation of the enzyme.",165
"403","Biochemical studies of tast sensation. Binding of L-[3H]alanine to a sedimentable fraction from catfish barbel epithelium.",165
"404","Arterialization of the coronary veins in diffuse coronary arteriosclerosis.",166
"405","Preparations of internal mammary arteries for coronary bypass with intraluminal papaverine.",167
"406","Structure, composition, physical properties, and turnover of proliferated peroxisomes. A study of the trophic effects of Su-13437 on rat liver.",168
"407","Localization of NADH oxidase on the surface of human polymorphonuclear leukocytes by a new cytochemical method.",169
"408","Defective lysosomal enzyme secretion in kidneys of Chediak-Higashi (beige) mice.",169
"409","Stimulation of 2-deoxy-d-glucose transport in control and virus-transformed cells by ethidium bromide.",170
"410","Effect of pharmacological agents on human keratinocyte mitosis in vitro. II. Inhibition by catecholamines.",170
"411","Serum-free growth of HTC cells containing glucocorticoid- and insulin-inducible tyrosine aminotransferase and cytoplasmic glucocorticoid receptors.",171
"412","Stimulation of lactic acid production in chick embryo fibroblasts by serum and high pH in the absence of external glucose.",172
"413","Isolation and studies of the granules of the amebocytes of Limulus polyphemus, the horseshoe crab.",172
"414","The enzyme kinetics of phospholipase A. A student experiment.",173
"415","Carotenoids and related compounds. Part XXXII. Synthesis of astaxanthin, phoenicoxanthin, hydroxyechinenone, and the corresponding diosphenols.",174
"416","Purification of human red cell glucose 6-phosphate dehydrogenase by affinity chromatography.",175
"417","Simultaneous determination of propranolol and 4-hydroxypropranolol in plasma by mass fragmentography.",175
"418","High pressure liquid chromatography on cannabis. Identification of separated constituents.",176
"419","Amino acid analysis by ion-exchange chromatography using a lithium elution gradient. Influence of methanol concentration and sample pH.",176
"420","Determination of 3-(5-tetrazolyl) thioxanthone 10,10-dioxide in human plasma, urine and faeces.",176
"421","Methods to improve detection of pneumococci in respiratory secretions.",177
"422","Dependence on dose of the acute effects of ethanol on liver metabolism in vivo.",178
"423","Factors affecting the solubility of calcium pyrophosphate dihydrate crystals.",178
"425","Evidence from rats that morphine tolerance is a learned response.",179
"424","Lorazepam compared with pentobarbital for nighttime sedation.",180
"426","Murexide for determination of free and protein-bound calcium in model systems.",181
"427","External validity of laboratory fear assessment: implications from two case studies.",182
"428","Relaxation as a factor in semantic desensitization.",182
"429","Effect of trace elements on dissolution of hydroxyapatite by cariogenic streptococci.",183
"431","Atmospheric levels of propoxur aboard submarines after residual spraying.",184
"430","Conductometric titration of aqueous solutions of polyacrylic acid and its copolymers.",183
"432","Activity and longevity of insect growth regulators against mosquitoes.",184
"433","Uptake, translocation, and metabolism of tirpate in tobacco. Nicotiana tabacum.",185
"434","Cannabis smoke condensate. Identification of some acids, bases, and phenols.",185
"435","Stability of myofibrillar EDTA-ATPase in rabbit psoas fiber bundles.",185
"437","Kinetics of cyanate and imidazole binding to hemin in micelles.",186
"436","Soluble protein concentrate from alfalfa by low-temperature acid precipitation.",185
"438","Inguinal herniography in children.",187
"439","[Use of isotopes in the diagnosis of malignant breast tumors].",188
"440","Peroxisome development in the metanephric kidney of mouse.",189
"441","Physiological basis of host susceptibility of Florida mosquitoes to Dirofilaria immitis.",190
"442","Inhibitory effects of antihistamines and antiserotonins on the bone marrow reactions produced by Escherichia coli endotoxin in mice.",191
"443","[Experimental study of hypothermia--with special reference to changes in cerebrospinal fluid gases and lactate during perfusion cooling and circulatory arrest].",192
