"journal_issue_id","citedMedium","volume","issue","publication_date","journal_sk"
730,"Print","57","1","1975-12-08",475
731,"Print","57","2","1975-12-23",475
732,"Print","258","5536","1975-12-18",208
733,"Print","258","5537","1975-12-25",208
734,"Print","62","10","1975-10-01",209
735,"Print","62","2","1975-02-01",209
736,"Print","15","4","1975-12-01",476
737,"Print","291","4","1975-01-01",210
738,"Print","22","","1975-01-01",477
739,"Print","5","6","1975-12-01",478
740,"Print","19","1","1975-01-01",479
741,"Print","14","11","1975-11-01",213
742,"Print","76","1","1976-01-01",480
743,"Print","82","551","1975-11-12",481
744,"Print","47","1","1976-01-01",482
745,"Print","6","4","1975-10-01",483
746,"Print","117","3","1976-01-18",484
747,"Print","","5","1975-01-01",223
748,"Print","10","1","1976-01-01",221
749,"Print","10","2","1976-02-01",221
750,"Print","57","1","1976-01-01",485
751,"Print","355","4","1975-04-02",225
752,"Print","361","1","1975-12-19",225
753,"Print","142","2","1976-01-08",486
754,"Print","27","Suppl","1975-10-01",487
755,"Print","27","6","1975-11-01",487
756,"Print","59","1","1976-01-01",488
757,"Print","31","4","1975-01-01",489
758,"Print","11","2","1975-03-01",490
759,"Print","11","3","1975-05-01",490
760,"Print","11","4","1975-07-01",490
761,"Print","11","6","1975-11-01",490
762,"Print","72","12","1975-12-01",231
763,"Print","73","1","1976-01-01",231
764,"Print","73","2","1976-02-01",231
765,"Print","34","3","1975-12-01",491
766,"Print","191","1102","1975-11-18",492
767,"Print","191","1105","1975-12-16",492
768,"Print","192","1106","1975-12-31",492
769,"Print","150","2","1975-11-01",493
770,"Print","150","3","1975-12-01",493
771,"Print","3","5","1975-09-01",494
772,"Print","13","5","1975-01-01",495
773,"Print","271","914","1975-10-30",496
774,"Print","272","915","1975-11-06",496
775,"Print","21","5","1975-05-01",497
776,"Print","12","2","1975-01-01",236
777,"Print","37","3 PT 2","1975-12-01",239
778,"Print","44","3","1975-11-21",241
779,"Print","12","1","1976-01-01",242
780,"Print","16","2","1975-01-01",498
781,"Print","139","4","1975-11-30",499
782,"Print","10","","1975-01-01",251
783,"Print","58","6","1975-06-01",500
784,"Print","23","11","1975-11-01",501
785,"Print","23","8","1975-08-01",501
786,"Print","38","2","1975-06-01",502
787,"Print","74","","1975-01-01",503
788,"Print","26","1","1976-01-01",504
789,"Print","47","2","1975-03-01",505
790,"Print","25","45","1975-10-11",506
791,"Print","35","7","1975-11-01",507
792,"Print","35","8","1975-12-01",507
793,"Print","7","4","1975-01-01",508
794,"Print","9","3","1975-01-01",509
795,"Print","","13","1975-06-01",510
796,"Print","9","3","1975-01-01",511
797,"Print","191","4222","1976-01-09",512
798,"Print","191","4223","1976-01-16",512
799,"Print","191","4224","1976-01-23",512
800,"Print","191","4225","1976-01-30",512
801,"Print","20","3","1975-08-01",513
802,"Print","15","3","1975-10-01",514
803,"Print","40","4","1975-01-01",515
804,"Print","7","2","1976-02-01",269
805,"Print","140","1","1975-01-01",270
806,"Print","79","02","1976-02-01",516
807,"Print","117","2","1975-10-01",517
808,"Print","","4","1975-07-01",518
809,"Print","117","4","1975-12-01",517
810,"Print","34","2","1975-11-01",279
811,"Print","34","3","1975-12-01",279
812,"Print","5","2","1975-11-01",519
813,"Print","13","5","1975-11-01",520
814,"Print","26","5","1975-11-01",521
815,"Print","54","4","1975-07-01",522
816,"Print","20","5","1975-11-01",523
817,"Print","20","6","1975-12-01",523
818,"Print","21","1","1976-01-01",523
819,"Print","47","2","1975-03-01",284
820,"Print","138","2","1976-01-05",285
821,"Print","138","3","1976-01-12",285
822,"Print","80","3","1975-01-01",524
823,"Print","47","4","1975-07-01",284
824,"Print","3","4","1975-12-30",525
825,"Print","7","1","1976-01-01",526
826,"Print","","6","1975-06-01",527
827,"Print","12","5","1975-01-01",290
828,"Print","19","4","1975-12-19",528
829,"Print","69","1","1976-01-01",291
830,"Print","15","12","1975-12-01",529
831,"Print","21","3","1975-05-01",530
832,"Print","","6","1975-11-01",295
833,"Print","","1","1975-01-01",531
834,"Print","124","2","1976-02-01",532
835,"Print","51","33","1975-11-30",296
836,"Print","","5","1975-09-01",533
837,"Print","69","19","1975-10-01",297
838,"Print","6","4","1975-10-01",534
839,"Print","158","2","1975-06-30",535
840,"Print","25","1","1975-01-01",306
841,"Print","34","11-12","1975-11-01",536
842,"Print","","4","1975-07-01",537
843,"Print","","5","1975-09-01",537
844,"Print","","10","1975-10-01",313
845,"Print","","5","1975-05-01",313
846,"Print","75","11","1975-01-01",538
847,"Print","34","8","1975-01-01",314
848,"Print","29","9","1975-01-01",315
849,"Print","141","7","1975-01-01",539
850,"Print","45","2","1975-04-01",540
851,"Print","30","5","1975-11-01",317
852,"Print","57","","1975-01-01",541
853,"Print","93","3","1975-01-01",542
854,"Print","29","1","1975-01-01",543
855,"Print","45","6","1975-11-01",544
856,"Print","3-4","","1975-01-01",545
857,"Print","95","4","1975-12-01",546
858,"Print","26","6","1975-11-01",547
859,"Print","32","6","1975-01-01",548
860,"Print","13","","1975-01-01",549
861,"Print","19","","1975-01-01",550
862,"Print","5","4","1975-10-01",551
863,"Print","79","11","1975-11-10",552
864,"Print","32","3","1975-01-01",553
865,"Print","19","6","1975-11-01",554
866,"Print","37","2","1976-02-01",555
867,"Print","18","3","1976-01-01",556
868,"Print","29","1","1976-01-01",557
869,"Print","130","1","1976-01-01",558
870,"Print","64","5","1975-11-01",559
871,"Print","28","1","1976-01-01",560
872,"Print","41","12","1975-12-01",561
873,"Print","80","4","1976-01-01",562
874,"Print","124","2","1976-01-15",328
875,"Print","124","3","1976-02-01",328
876,"Print","229","3","1975-09-01",330
877,"Print","229","6","1975-12-01",330
878,"Print","133","1","1976-01-01",331
879,"Print","66","1","1976-01-01",332
880,"Print","125","4","1975-12-01",563
881,"Print","129","1","1975-01-01",564
882,"Print","","10","1975-10-01",565
883,"Print","24","11","1975-11-01",334
884,"Print","69","1","1975-11-01",335
885,"Print","48","2","1976-02-01",566
886,"Print","16","4","1975-07-01",567
887,"Print","55","1","1976-01-01",568
888,"Print","16","6","1975-10-01",567
889,"Print","16 Spec No 1","","1975-01-01",567
890,"Print","33","4","1975-01-01",569
891,"Print","30","11","1975-11-01",570
892,"Print","64","5","1975-01-01",571
893,"Print","7","6","1975-12-01",572
894,"Print","21","","1976-01-01",573
895,"Print","20","10","1975-10-01",574
896,"Print","20","4","1975-04-01",574
897,"Print","8","5","1975-11-01",575
898,"Print","8","6","1975-12-01",575
899,"Print","41","3","1975-01-01",576
900,"Print","30","6","1975-12-01",344
901,"Internet","50","11","1975-11-01",347
902,"Print","183","2","1976-02-01",577
903,"Print","21","1","1976-01-01",578
904,"Print","218","1","1975-11-01",579
905,"Print","218","2","1975-12-01",579
906,"Print","136","1","1976-01-01",580
907,"Print","136","2","1976-02-01",580
908,"Print","219","1-4","1975-11-18",581
909,"Print","49","2-3","1975-01-01",582
910,"Print","49","4","1975-01-01",582
911,"Print","20","11","1975-11-01",583
912,"Print","20","5","1975-10-01",584
913,"Print","4","6","1975-12-01",585
914,"Print","5","5","1975-10-01",586
915,"Print","11","2","1975-06-01",587
916,"Print","16","2","1975-08-01",588
917,"Print","46","11","1975-11-01",589
918,"Print","150","3","1975-09-01",361
919,"Print","151","1","1975-10-01",361
920,"Print","152","1","1975-10-01",361
921,"Print","13","4","1975-08-01",1
922,"Print","14","1","1975-09-01",1
923,"Print","68","1","1976-01-12",2
924,"Print","24","21","1975-11-01",3
925,"Print","24","22","1975-11-15",3
926,"Print","24","23","1975-12-01",3
927,"Print","51","5","1975-03-15",590
928,"Print","51","6","1975-03-30",590
929,"Print","140","3","1976-02-03",591
930,"Print","70","4","1975-12-01",592
931,"Print","30","1","1976-01-01",6
932,"Print","32","2","1975-08-01",593
933,"Print","56","5","1975-10-01",364
934,"Print","15","1","1976-01-13",10
935,"Print","15","2","1976-01-27",10
936,"Print","15","4","1976-02-24",10
937,"Print","418","2","1976-01-19",11
938,"Print","419","2","1976-01-21",11
939,"Print","420","1","1976-01-20",11
940,"Print","422","1","1976-01-23",11
941,"Print","422","2","1976-02-13",11
942,"Print","423","1","1976-01-15",11
943,"Print","423","2","1976-02-16",11
944,"Print","425","1","1976-02-18",11
945,"Print","426","1","1976-02-19",11
946,"Print","40","5","1975-09-01",366
947,"Print","40","6","1975-11-01",366
948,"Print","","11","1975-01-01",594
949,"Print","","9","1975-01-01",594
950,"Print","28","1-2","1976-01-01",595
951,"Print","11","2","1976-02-01",368
952,"Print","22","2","1975-03-01",596
953,"Print","23","6","1975-06-30",596
954,"Print","4","1","1976-01-01",13
955,"Print","15","2","1976-02-01",369
956,"Print","18","1","1976-01-01",371
957,"Print","12","6","1975-10-01",372
958,"Print","81","1","1976-01-01",16
959,"Print","55","4","1975-12-01",21
960,"Print","11","4","1975-07-01",22
961,"Print","1","6000","1976-01-03",25
962,"Print","1","6002","1976-01-17",25
963,"Print","1","6003","1976-01-24",25
964,"Print","102","1","1976-01-30",26
965,"Print","102","2","1976-02-06",26
966,"Print","23","8","1975-01-01",597
967,"Print","169","3","1975-01-01",598
968,"Print","169","4","1975-01-01",598
969,"Print","23","1","1976-01-01",28
970,"Print","36","6 Suppl","1975-12-01",599
971,"Print","37","1 suppl","1976-01-01",599
972,"Print","36","1","1976-01-01",32
973,"Print","165","2","1976-01-26",600
974,"Print","166","1","1976-02-06",600
975,"Print","21","1","1976-01-01",36
976,"Print","38","3","1976-03-01",39
977,"Print","22","2","1976-02-01",41
978,"Print","66","3","1976-02-02",42
979,"Print","67","2","1976-03-01",42
980,"Print","19","2","1975-02-01",384
981,"Print","20","2","1975-05-01",384
982,"Print","5","1","1976-01-01",44
983,"Print","50","1","1976-01-01",46
984,"Print","53","2","1976-01-01",48
985,"Print","53","3","1976-01-01",48
986,"Print","53","1","1976-01-01",388
987,"Print","97","40","1975-11-15",601
988,"Print","4","2","1975-11-01",602
989,"Print","18","6","1975-12-01",54
990,"Print","19","2","1976-02-01",54
991,"Print","69","2 Suppl","1976-02-01",56
992,"Print","101","5","1976-01-30",61
993,"Print","19","1","1976-01-01",603
994,"Print","101","6","1976-02-06",61
995,"Print","101","7","1976-02-13",61
996,"Print","98","2","1976-02-01",63
997,"Print","66","3","1975-12-01",604
998,"Print","10","3","1975-12-01",605
999,"Print","5","6","1975-01-01",606
1000,"Print","61","2","1976-01-15",68
1001,"Print","62","1","1976-02-02",68
1002,"Print","121","1","1975-12-09",607
1003,"Print","8","1","1976-01-01",608
1004,"Print","35","2","1976-02-01",609
1005,"Print","50","1","1976-01-01",400
1006,"Print","8","5","1975-09-01",610
1007,"Print","50","2","1976-02-01",400
1008,"Print","31","12","1975-12-15",401
1009,"Print","55","3","1976-03-01",611
1010,"Print","30","4","1975-07-01",612
1011,"Print","61","2","1976-01-15",403
1012,"Print","38","4","1975-07-01",613
1013,"Print","62","1","1976-02-01",403
1014,"Print","61","4","1975-04-01",75
1015,"Print","20","1","1976-01-01",614
1016,"Print","70","2","1976-02-01",408
1017,"Print","22","3","1976-02-01",615
1018,"Print","35","7","1975-07-01",616
1019,"Print","36","1","1976-01-01",616
1020,"Print","","4","1975-04-01",617
1021,"Print","","9","1975-09-01",617
1022,"Print","","10","1975-10-01",618
1023,"Print","21","1","1976-01-01",87
1024,"Print","29","3","1975-01-01",619
1025,"Print","6","1-2","1975-08-01",620
1026,"Print","43","12","1975-12-01",412
1027,"Print","356","10","1975-10-01",91
1028,"Print","356","12","1975-12-01",91
1029,"Print","357","1","1976-01-01",91
1030,"Print","149","1","1976-01-01",94
1031,"Print","12","2","1976-02-01",621
1032,"Print","30","1","1976-01-01",97
1033,"Print","17","3","1975-07-01",622
1034,"Print","63","1","1975-01-01",623
1035,"Print","63","2","1975-02-01",623
1036,"Print","63","6","1975-06-01",623
1037,"Print","13","1","1976-01-01",99
1038,"Print","50","3","1976-01-01",101
1039,"Print","17","1","1976-01-15",102
1040,"Print","13","1","1976-01-01",418
1041,"Print","3","1","1976-01-01",624
1042,"Print","10","4","1975-01-01",625
1043,"Print","16","12","1975-12-01",626
1044,"Print","24","3-4","1975-05-01",627
1045,"Print","45","3","1975-12-08",628
1046,"Print","24","5","1975-09-01",627
1047,"Print","46","3","1976-02-26",628
1048,"Print","42","1","1976-01-01",113
1049,"Print","39","6","1975-12-01",114
1050,"Print","40","1","1976-01-01",114
1051,"Print","40","2","1976-02-01",114
1052,"Print","59","1","1976-01-01",115
1053,"Print","78","4","1975-10-01",118
1054,"Print","78","5","1975-11-01",118
1055,"Print","251","3","1976-02-10",119
1056,"Print","251","4","1976-02-25",119
1057,"Print","117","1","1976-02-04",125
1058,"Print","117","2","1976-02-18",125
1059,"Print","42","1","1976-01-01",428
1060,"Print","57","3","1976-03-01",127
1061,"Print","32","1","1976-01-01",629
1062,"Print","28","10","1975-10-01",630
1063,"Print","29","1","1976-01-01",630
1064,"Print","90","2","1976-02-01",128
1065,"Print","59","1","1976-01-01",130
1066,"Print","59","2","1976-02-01",130
1067,"Print","57","3","1976-03-01",431
1068,"Print","98","6","1976-03-17",135
1069,"Print","116","2","1976-02-01",434
1070,"Print","9","3-4","1976-01-01",631
1071,"Print","66","1","1976-01-01",632
1072,"Print","64","11","1975-11-10",142
1073,"Print","87","3","1976-03-01",436
1074,"Print","3","2","1975-01-01",633
1075,"Print","24","3","1975-01-01",634
1076,"Print","63","3","1975-12-01",146
1077,"Print","143","2","1976-02-01",147
1078,"Print","14","2","1976-02-01",635
1079,"Print","162","2","1976-02-01",152
1080,"Print","7","1","1976-01-01",636
1081,"Print","44","3","1976-03-01",154
1082,"Print","106","2","1976-02-01",156
1083,"Print","3","3","1975-01-01",158
1084,"Print","27","12","1975-12-01",444
1085,"Print","30","5-6","1975-09-01",443
1086,"Print","27 Suppl?-2","","1975-12-01",444
1087,"Print","254","1","1976-01-01",161
1088,"Print","19","5-6","1975-01-01",637
1089,"Print","56","12","1975-12-01",638
1090,"Print","18","6","1975-12-01",639
1091,"Print","19","2","1976-02-01",164
1092,"Print","1","3","1975-09-01",640
1093,"Print","25","1-2","1975-12-04",167
1094,"Print","99","3","1975-12-15",169
1095,"Print","99","4","1975-12-25",169
1096,"Print","7","1","1975-12-31",451
1097,"Print","81","9","1975-09-01",454
1098,"Print","235","11","1976-03-15",174
1099,"Print","235","8","1976-02-23",174
1100,"Print","25","7","1975-07-01",641
1101,"Print","25","4","1975-04-01",641
1102,"Print","Spec No","","1975-04-10",175
1103,"Print","33","12","1975-12-01",175
1104,"Print","23","10","1975-10-01",455
1105,"Print","27","10","1975-10-01",459
1106,"Print","46","1","1976-01-01",642
1107,"Print","187","6","1975-11-01",643
1108,"Print","53","6","1975-06-01",644
1109,"Print","10","1","1976-01-01",461
1110,"Print","9","5","1975-09-01",461
1111,"Print","37","1","1976-01-01",187
1112,"Print","71","1","1976-01-01",645
1113,"Print","53","6","1975-12-01",463
1114,"Print","27","4","1975-01-01",646
1115,"Print","27","5","1975-09-01",647
1116,"Print","18","1","1976-01-01",192
1117,"Print","11","1","1976-01-01",193
1118,"Print","27","4","1976-01-23",197
1119,"Print","25","2","1976-02-01",469
1120,"Print","25","3","1976-03-01",469
1121,"Print","10","3","1975-11-01",648
1122,"Print","44","6","1975-11-01",470
1123,"Print","37","1","1975-01-01",649
1124,"Print","37","2","1975-03-01",649
1125,"Print","37","3","1975-05-01",649
1126,"Print","2","19","1975-11-08",201
1127,"Print","37","4","1975-07-01",649
1128,"Print","44","2","1975-03-01",650
1129,"Print","44","6","1975-11-01",650
1130,"Print","143","1","1975-12-30",651
1131,"Print","10","1","1976-01-31",205
1132,"Print","9","4","1975-07-01",652
1133,"Print","16","","1976-01-01",653
1134,"Print","9","5","1975-09-01",652
1135,"Print","117","45","1975-11-07",654
1136,"Print","117","50","1975-12-12",654
1137,"Print","34","1","1976-01-01",655
1138,"Print","294","10","1976-03-04",207
1139,"Print","294","13","1976-03-25",207
1140,"Print","294","15","1976-04-08",207
1141,"Print","294","16","1976-04-15",207
1142,"Print","57","3","1975-12-31",475
1143,"Print","259","5540","1976-01-22",208
1144,"Print","259","5542","1976-02-05",208
1145,"Print","259","5544","1976-02-19",208
1146,"Print","259","5545","1976-02-26",208
1147,"Print","63","1","1976-01-01",209
1148,"Print","119","45","1975-11-08",656
1149,"Print","120","1","1976-01-03",656
1150,"Print","120","12","1976-03-20",656
1151,"Print","120","2","1976-01-10",656
1152,"Print","120","8","1976-02-21",656
1153,"Print","15","","1975-01-01",657
1154,"Print","47","1","1976-01-01",658
1155,"Print","3","11","1975-11-10",659
1156,"Print","26","2","1976-02-01",660
1157,"Print","47","3","1976-03-01",482
1158,"Print","117","4","1976-01-25",484
1159,"Print","11","1","1976-01-01",218
1160,"Print","10","3","1976-03-01",221
1161,"Print","57","2","1976-02-01",485
1162,"Print","41","3","1975-12-01",661
1163,"Print","3","","1976-01-01",662
1164,"Print","28","1","1976-01-01",663
1165,"Print","28","2","1976-02-01",663
1166,"Print","4","21","1975-05-24",226
1167,"Print","4","22","1975-05-31",226
1168,"Print","14","4","1975-12-15",664
1169,"Print","22","1","1976-01-01",665
1170,"Print","64","13","1975-04-01",666
1171,"Print","64","31","1975-08-05",666
1172,"Print","64","35","1975-09-02",666
1173,"Print","64","8","1975-02-25",666
1174,"Print","5","5-6","1975-01-01",667
1175,"Print","12","","1975-01-01",668
1176,"Print","191","1103","1975-11-18",492
