"journal_sk","journal_title","journal_iso_abbreviation"
1810,"Acta vitaminologica et enzymologica","Acta Vitaminol Enzymol"
1811,"Biomaterials, medical devices, and artificial organs","Biomater Med Devices Artif Organs"
1812,"The Bulletin of Tokyo Dental College","Bull Tokyo Dent Coll"
1813,"Communications in psychopharmacology","Commun Psychopharmacol"
1814,"La Chirurgia degli organi di movimento","Chir Organi Mov"
1815,"The Chronicle","Chronicle"
1816,"Egyptian journal of bilharziasis","Egypt J Bilharz"
1817,"The Journal of the Kansas Medical Society","J Kans Med Soc"
1818,"Journal Of The Macomb Dental Society","J Macomb Dent Soc"
1819,"The Journal of the Philippine Dental Association","J Philipp Dent Assoc"
1820,"Jinrui idengaku zasshi. The Japanese journal of human genetics","Jinrui Idengaku Zasshi"
1821,"Major problems in pathology","Major Probl Pathol"
1822,"Nursing administration quarterly","Nurs Adm Q"
1823,"Paediatrica Indonesiana","Paediatr Indones"
1824,"Parassitologia","Parassitologia"
1825,"Annales Academiae Medicae Stetinensis","Ann Acad Med Stetin"
1826,"Srpski arhiv za celokupno lekarstvo","Srp Arh Celok Lek"
1827,"Ukrainskii biokhimicheskii zhurnal (1978)","Ukr Biokhim Zh (1978)"
1828,"Zbornik. Vojnomedicinska akademija (Yugoslavia)","Zb Vojnomed Akad"
1829,"Zentralblatt fur Neurochirurgie","Zentralbl Neurochir"
1830,"Acta diabetologica latina","Acta Diabetol Lat"
1831,"Advances in drug research","Adv Drug Res"
1832,"Agents and actions. Supplements","Agents Actions Suppl"
1833,"African journal of medicine and medical sciences","Afr J Med Med Sci"
1834,"Annual Conference on Research in Medical Education. Conference on Research in Medical Education","Annu Conf Res Med Educ"
1835,"Cell biology international reports","Cell Biol Int Rep"
1836,"Child development","Child Dev"
1837,"FDA drug bulletin","FDA Drug Bull"
1838,"Immunological communications","Immunol Commun"
1839,"Irish medical journal","Ir Med J"
1840,"The Journal of clinical psychiatry","J Clin Psychiatry"
1841,"Journal of dialysis","J Dial"
1842,"The Journal of the Egyptian Medical Association","J Egypt Med Assoc"
1843,"Kokubyo Gakkai zasshi. The Journal of the Stomatological Society, Japan","Kokubyo Gakkai Zasshi"
1844,"Journal of the Royal Society of Medicine","J R Soc Med"
1845,"[Kango kyoiku] Japanese journal of nurses' education","Kango Kyoiku"
1846,"Methods of information in medicine","Methods Inf Med"
1847,"Neuroscience and behavioral physiology","Neurosci Behav Physiol"
1848,"Psychiatrische Praxis","Psychiatr Prax"
1849,"Royal Society of Health journal","R Soc Health J"
1850,"RN","RN"
1851,"Seminars in nuclear medicine","Semin Nucl Med"
1852,"Acta cientifica venezolana","Acta Cient Venez"
1853,"Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society","Nihon Ketsueki Gakkai Zasshi"
1854,"American journal of physical medicine","Am J Phys Med"
1855,"The American journal of surgical pathology","Am J Surg Pathol"
1856,"Alcoholism, clinical and experimental research","Alcohol Clin Exp Res"
1857,"Annali di laringologia, otologia, rinologia, faringologia","Ann Laringol Otol Rinol Faringol"
1858,"Cellular and molecular biology, including cyto-enzymology","Cell Mol Biol Incl Cyto Enzymol"
1859,"Current surgery","Curr Surg"
1860,"Ear, nose, & throat journal","Ear Nose Throat J"
1861,"The International journal of biochemistry","Int J Biochem"
1862,"Medycyna pracy","Med Pr"
1863,"North Carolina dental journal","N C Dent J"
1864,"Neuroradiology","Neuroradiology"
1865,"Ontario dentist","Ont Dent"
1866,"Schweizer Archiv fur Tierheilkunde","Schweiz Arch Tierheilkd"
1867,"The ... Symposium. Society for Developmental Biology. Symposium","Symp Soc Dev Biol"
1868,"Stomatologiia. Stomatology","Stomatologiia (Sofiia)"
1869,"Triangle; the Sandoz journal of medical science","Triangle"
1870,"Vestnik Akademii meditsinskikh nauk SSSR","Vestn Akad Med Nauk SSSR"
1871,"Advances in clinical pharmacology","Adv Clin Pharmacol"
1872,"The American journal of drug and alcohol abuse","Am J Drug Alcohol Abuse"
1873,"Bibliotheca psychiatrica","Bibl Psychiatr"
1874,"Le Chirurgien-dentiste de France","Chir Dent Fr"
1875,"Das Dental-Labor. Le Laboratoire dentaire. The Dental laboratory","Dent Labor (Munch)"
1876,"International review of cytology. Supplement","Int Rev Cytol Suppl"
1877,"Journal of neurocytology","J Neurocytol"
1878,"Journal of postgraduate medicine","J Postgrad Med"
1879,"Journal of radiation research","J Radiat Res"
1880,"The Journal of tropical medicine and hygiene","J Trop Med Hyg"
1881,"Nihon Hifuka Gakkai zasshi. The Japanese journal of dermatology","Nihon Hifuka Gakkai Zasshi"
1882,"Journees annuelles de diabetologie de l'Hotel-Dieu","Journ Annu Diabetol Hotel Dieu"
1883,"Kekkaku : [Tuberculosis]","Kekkaku"
1884,"The Michigan nurse","Mich Nurse"
1885,"Microbiologia espanola","Microbiol Esp"
1886,"Minerva dietologica e gastroenterologica","Minerva Dietol Gastroenterol"
1887,"The Journal of the Dental Association of South Africa = Die Tydskrif van die Tandheelkundige Vereniging van Suid-Afrika","J Dent Assoc S Afr"
1888,"Advances in biophysics","Adv Biophys"
1889,"Actas dermo-sifiliograficas","Actas Dermosifiliogr"
1890,"Anales espanoles de pediatria","An Esp Pediatr"
1891,"Arquivos brasileiros de cardiologia","Arq Bras Cardiol"
1892,"Biochemistry and experimental biology","Biochem Exp Biol"
1893,"Bulletin of the Osaka Medical School","Bull Osaka Med Sch"
1894,"The Canadian veterinary journal = La revue veterinaire canadienne","Can Vet J"
1895,"Current topics in experimental endocrinology","Curr Top Exp Endocrinol"
1896,"Frontiers of hormone research","Front Horm Res"
1897,"Gaceta medica de Mexico","Gac Med Mex"
1898,"Indian journal of pathology & microbiology","Indian J Pathol Microbiol"
1899,"Helvetica paediatrica acta","Helv Paediatr Acta"
1900,"Journal of clinical periodontology","J Clin Periodontol"
1901,"Koku Eisei Gakkai zasshi","Koku Eisei Gakkai Zasshi"
1902,"Journal of environmental science and health. Part C: Environmental health sciences","J Environ Sci Health C"
1903,"Journal (Indiana Dental Association)","J Indiana Dent Assoc"
1904,"The Medical journal of Malaysia","Med J Malaysia"
1905,"Medical microbiology and immunology","Med Microbiol Immunol"
1906,"Neuro-Chirurgie","Neurochirurgie"
1907,"The Onderstepoort journal of veterinary research","Onderstepoort J Vet Res"
1908,"Pathologica","Pathologica"
1909,"The Proceedings of the Institute of Medicine of Chicago","Proc Inst Med Chic"
1910,"Iyo Kizai Kenkyujo hokoku. Reports of the Institute for Medical and Dental Engineering, Tokyo Medical and Dental University","Tokyo Ika Shika Daigaku Iyo Kizai Kenkyusho Hokoku"
1911,"Texas dental journal","Tex Dent J"
1912,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Zweite naturwissenschaftliche Abteilung: Mikrobiologie der Landwirtschaft der Technologie und des Umweltschutzes","Zentralbl Bakteriol Naturwiss"
1913,"Annales Universitatis Mariae Curie-Sklodowska. Sectio D: Medicina","Ann Univ Mariae Curie Sklodowska Med"
1914,"Boletin de informacion dental","Bol Inf Dent (Madr)"
1915,"Biological psychology","Biol Psychol"
1916,"Bulletin der Schweizerischen Akademie der Medizinischen Wissenschaften","Bull Schweiz Akad Med Wiss"
1917,"Bulletin de la Societe belge d'ophtalmologie","Bull Soc Belge Ophtalmol"
1918,"F.N.I.B.; organe de la Federation nationale des infirmier(e)s belges","FNIB"
1919,"Histopathology","Histopathology"
1920,"Indian heart journal: teaching series","Indian Heart J Teach Ser"
1921,"Inquiry : a journal of medical care organization, provision and financing","Inquiry"
1922,"The International journal of artificial organs","Int J Artif Organs"
1923,"Journal of medical virology","J Med Virol"
1924,"Nihon saikingaku zasshi. Japanese journal of bacteriology","Nihon Saikingaku Zasshi"
1925,"Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics","Nihon Ronen Igakkai Zasshi"
1926,"Kaku igaku. The Japanese journal of nuclear medicine","Kaku Igaku"
1927,"Lung","Lung"
1928,"Mead Johnson Symposium on Perinatal and Developmental Medicine","Mead Johnson Symp Perinat Dev Med"
1929,"Medical progress through technology","Med Prog Technol"
1930,"ORL; journal for oto-rhino-laryngology and its related specialties","ORL J Otorhinolaryngol Relat Spec"
1931,"Sub-cellular biochemistry","Subcell Biochem"
1932,"The West Virginia medical journal","W V Med J"
1933,"Kaibogaku zasshi. Journal of anatomy","Kaibogaku Zasshi"
1934,"Acta Universitatis Carolinae. Medica. Monographia","Acta Univ Carol Med Monogr"
1935,"Archivum histologicum Japonicum = Nihon soshikigaku kiroku","Arch Histol Jpn"
1936,"Archives of toxicology. Supplement. = Archiv fur Toxikologie. Supplement","Arch Toxicol Suppl"
1937,"Atomic energy review","At Energy Rev"
1938,"Biotelemetry","Biotelemetry"
1939,"Cahiers de sociologie et de demographie medicales","Cah Sociol Demogr Med"
1940,"Clinical and experimental pharmacology & physiology. Supplement","Clin Exp Pharmacol Physiol Suppl"
1941,"Dermatologische Monatschrift","Dermatol Monatsschr"
1942,"Gastrointestinal radiology","Gastrointest Radiol"
1943,"Inflammation","Inflammation"
1944,"International archives of occupational and environmental health","Int Arch Occup Environ Health"
1945,"The International journal of psycho-analysis","Int J Psychoanal"
1946,"Journal of bioengineering","J Bioeng"
1947,"The Journal of hand surgery","J Hand Surg Am"
1948,"JPEN. Journal of parenteral and enteral nutrition","JPEN J Parenter Enteral Nutr"
1949,"The Kitasato archives of experimental medicine","Kitasato Arch Exp Med"
1950,"Journal of supramolecular structure. Supplement","J Supramol Struct Suppl"
1951,"Legal aspects of medical practice","Leg Aspects Med Pract"
1952,"Medical physics","Med Phys"
1953,"Neurochemical research","Neurochem Res"
1954,"Neurosurgery","Neurosurgery"
1955,"Obstetrical & gynecological survey","Obstet Gynecol Surv"
1956,"Die Quintessenz der Zahntechnik","Quintessenz Zahntech"
1957,"Der Radiologe","Radiologe"
1958,"Revista da Faculdade de Odontologia de Aracatuba","Rev Fac Odontol Aracatuba"
1959,"Revista odontologica de Puerto Rico","Rev Odontol P R"
1960,"Scandinavian journal of infectious diseases. Supplementum","Scand J Infect Dis Suppl"
1961,"Tandlakartidningen","Tandlakartidningen"
1962,"Stomatoloski glasnik Srbije","Stomatol Glas Srb"
1963,"Zeitschrift fur klinische Psychologie und Psychotherapie","Z Klin Psychol Psychother"
1964,"The Yale journal of biology and medicine","Yale J Biol Med"
1965,"Zahntechnik; Zeitschrift fur Theorie und Praxis der wissenschaftlichen Zahntechnik","Zahntechnik (Berl)"
1966,"Zahntechnik (Zurich, Switzerland)","Zahntechnik (Zur)"
1967,"Acta psiquiatrica y psicologica de America latina","Acta Psiquiatr Psicol Am Lat"
1968,"Actualites pharmacologiques","Actual Pharmacol (Paris)"
1969,"Addictive diseases","Addict Dis"
1970,"Advances in cancer research","Adv Cancer Res"
1971,"Quaderni di antibiotica","Quad Antibiot"
1972,"Archives of dermatological research","Arch Dermatol Res"
1973,"Archives of otolaryngology (Chicago, Ill. : 1960)","Arch Otolaryngol"
1974,"Biological cybernetics","Biol Cybern"
1975,"Biomedical sciences instrumentation","Biomed Sci Instrum"
1976,"Bulletin of the Chest Disease Research Institute, Kyoto University","Bull Chest Dis Res Inst Kyoto Univ"
1977,"Cancer biochemistry biophysics","Cancer Biochem Biophys"
1978,"Ceskoslovenska gynekologie","Cesk Gynekol"
1979,"Zhonghua Minguo wei sheng wu xue za zhi = Chinese journal of microbiology","Zhonghua Min Guo Wei Sheng Wu Xue Za Zhi"
1980,"Exercise and sport sciences reviews","Exerc Sport Sci Rev"
1981,"Developmental and comparative immunology","Dev Comp Immunol"
1982,"Gegenbaurs morphologisches Jahrbuch","Gegenbaurs Morphol Jahrb"
1983,"Handchirurgie","Handchirurgie"
1984,"Helvetica paediatrica acta. Supplementum","Helv Paediatr Acta Suppl"
1985,"Journal of autism and childhood schizophrenia","J Autism Child Schizophr"
1986,"Journal of the Biological Photographic Association","J Biol Photogr Assoc"
1987,"Journal of biosocial science","J Biosoc Sci"
1988,"Nihon Gan Chiryo Gakkai shi","Nihon Gan Chiryo Gakkai Shi"
1989,"Journal of the Parenteral Drug Association","J Parenter Drug Assoc"
1990,"The Journal of small animal practice","J Small Anim Pract"
1991,"Medicinski pregled","Med Pregl"
1992,"Clinical and experimental neurology","Clin Exp Neurol"
1993,"The Pharos of Alpha Omega Alpha-Honor Medical Society. Alpha Omega Alpha","Pharos Alpha Omega Alpha Honor Med Soc"
1994,"Revue neurologique","Rev Neurol (Paris)"
1995,"Scandinavian journal of urology and nephrology. Supplementum","Scand J Urol Nephrol Suppl"
1996,"Medecine interne","Med Interne"
1997,"Texas nursing","Tex Nurs"
1998,"Ultramicroscopy","Ultramicroscopy"
1999,"Zeitschrift fur Psychosomatische Medizin und Psychoanalyse","Z Psychosom Med Psychoanal"
2000,"The American journal of occupational therapy : official publication of the American Occupational Therapy Association","Am J Occup Ther"
2001,"Atmospheric environment","Atmos Environ"
2002,"Clinical bulletin","Clin Bull"
2003,"Family process","Fam Process"
2004,"L' Information dentaire","Inf Dent"
2005,"Journal belge de radiologie","J Belge Radiol"
2006,"Journal of computer assisted tomography","J Comput Assist Tomogr"
2007,"Iyo denshi to seitai kogaku. Japanese journal of medical electronics and biological engineering","Iyodenshi To Seitai Kogaku"
2008,"Medical education","Med Educ"
2009,"Monographs on atherosclerosis","Monogr Atheroscler"
2010,"The New York journal of dentistry","N Y J Dent"
2011,"Progress in clinical cancer","Prog Clin Cancer"
2012,"Progress in medical virology. Fortschritte der medizinischen Virusforschung. Progres en virologie medicale","Prog Med Virol"
2013,"Transactions of the American Clinical and Climatological Association","Trans Am Clin Climatol Assoc"
2014,"Vestnik rentgenologii i radiologii","Vestn Rentgenol Radiol"
2015,"Yonsei medical journal","Yonsei Med J"
2016,"Verhandlungen der Deutschen Gesellschaft fur Rheumatologie","Verh Dtsch Ges Rheumatol"
2017,"Allergy","Allergy"
2018,"Archives roumaines de pathologie experimentales et de microbiologie","Arch Roum Pathol Exp Microbiol"
2019,"British journal of psychology (London, England : 1953)","Br J Psychol"
2020,"Clinical allergy","Clin Allergy"
2021,"Clinical neurosurgery","Clin Neurosurg"
2022,"Computerized tomography","Comput Tomogr"
2023,"Ekologiia","Ekologiia"
2024,"Essays in neurochemistry and neuropharmacology","Essays Neurochem Neuropharmacol"
2025,"Cytobiologie","Cytobiologie"
2026,"International journal of obesity","Int J Obes"
2027,"Journal of medical engineering & technology","J Med Eng Technol"
2028,"Morphologiai es igazsagugyi orvosi szemle","Morphol Igazsagugyi Orv Sz"
2029,"Neurology India","Neurol India"
2030,"Mikroskopie","Mikroskopie"
2031,"Onkologie","Onkologie"
2032,"Osterreichische Zeitschrift fur Stomatologie","Osterr Z Stomatol"
2033,"PDM: Physicians' drug manual","PDM"
2034,"Nordisk medicin","Nord Med"
